S7tDZY2wXrE,EG,22ad34bc-3dfb-4b63-9f1a-350879e837fd,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,SMALL_RES
S7tDZY2wXrE,EG,64bea34d-f574-43be-b0c1-9c32b7eb1e58,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,MEDIUM_RES
S7tDZY2wXrE,EG,45a19900-66de-4d7d-81ff-731059b872c6,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,LARGE_RES
S7tDZY2wXrE,EG,694417e9-78e3-4ad1-be39-47abf3c013cd,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD720_RES
S7tDZY2wXrE,EG,1c78f5d5-720a-4a14-966a-665c0b546d11,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD1080_RES
sYCYXP5gHM4,EG,d8b940c9-2766-4cce-acd7-be850c6da3aa,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,SMALL_RES
sYCYXP5gHM4,EG,3d748a5c-f33f-4968-a5de-987eb4486357,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,MEDIUM_RES
sYCYXP5gHM4,EG,cd51889a-39b9-4502-bd5d-4bbfc46b3172,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,LARGE_RES
sYCYXP5gHM4,EG,86f3a16b-e06c-4dc2-9df0-8deb16941037,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD720_RES
sYCYXP5gHM4,EG,ed3ab53c-7b98-448d-b048-6ddd7eef7ac9,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD1080_RES
7I5YqOO9qWI,EG,767d27d3-16ec-444b-ba1f-7c24a1a7e4c3,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,SMALL_RES
7I5YqOO9qWI,EG,c640d888-1ab8-4803-90be-9fe97265e3ef,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,MEDIUM_RES
7I5YqOO9qWI,EG,01dc60a9-61ff-49a3-9893-c35224c6343d,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,LARGE_RES
7I5YqOO9qWI,EG,56182a88-7b8d-4f09-b723-76e80ca07367,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD720_RES
7I5YqOO9qWI,EG,4d6813b2-02c8-4da2-afe0-b3121ba89a57,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD1080_RES
Dcd-4x3SA0I,EG,3f900c81-7ac2-4389-a18b-5549243ca867,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,SMALL_RES
Dcd-4x3SA0I,EG,7f331eae-7fac-471a-b5f7-d3541ed84074,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,MEDIUM_RES
Dcd-4x3SA0I,EG,331c8873-06bf-45b3-9c0f-a1f523b20bdf,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,LARGE_RES
Dcd-4x3SA0I,EG,d8b0e98d-16c2-4849-9eeb-2bdb29bb7f4d,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD720_RES
Dcd-4x3SA0I,EG,cf291e05-436f-430e-ac0e-bb2c3ee526cd,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD1080_RES
NOBFy6GbjwY,EG,fbc13d0c-d315-4171-9c5f-2ad699986790,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,SMALL_RES
NOBFy6GbjwY,EG,81b4a287-520b-4394-ad81-cd534441facd,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,MEDIUM_RES
NOBFy6GbjwY,EG,abe63aa6-c1a5-4d15-ab75-e5d156e4bb40,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,LARGE_RES
NOBFy6GbjwY,EG,6260a5d4-ec42-4b3f-abd9-c6af40f7a5bf,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD720_RES
NOBFy6GbjwY,EG,be43fa2d-9e8d-4e8c-a4a4-49d6f0897b44,287c5b2b-6f65-4c92-a1c7-1bc754043063,30.07,31.51,HD1080_RES
Rp0dl67ergc,EG,28e8a390-1e18-48c6-90bc-51a73f08bc6b,0ed5c607-515f-4bfd-b37a-72015f4f7c35,30.08,31.29,SMALL_RES
Rp0dl67ergc,EG,d342ff67-0251-476d-9faa-dfdead491ea7,0ed5c607-515f-4bfd-b37a-72015f4f7c35,30.08,31.29,MEDIUM_RES
Rp0dl67ergc,EG,0a4ad5a1-9d8d-419c-8d45-74368e3ccac3,0ed5c607-515f-4bfd-b37a-72015f4f7c35,30.08,31.29,LARGE_RES
Rp0dl67ergc,EG,f5f1f4c4-a62c-4f1c-b2ef-17296d50594e,0ed5c607-515f-4bfd-b37a-72015f4f7c35,30.08,31.29,HD720_RES
Rp0dl67ergc,EG,6c870ecf-5ca9-4f67-a116-f329ec666463,0ed5c607-515f-4bfd-b37a-72015f4f7c35,30.08,31.29,HD1080_RES
S7tDZY2wXrE,EG,d814c13c-22cf-45a3-912b-d70b1f4c1153,0ed5c607-515f-4bfd-b37a-72015f4f7c35,30.08,31.29,SMALL_RES
S7tDZY2wXrE,EG,cb8a377e-bb39-4bbf-8fd6-f5a7744dcada,0ed5c607-515f-4bfd-b37a-72015f4f7c35,30.08,31.29,MEDIUM_RES
S7tDZY2wXrE,EG,537002ef-95b5-4972-bf3a-e3d9d7cf00c1,0ed5c607-515f-4bfd-b37a-72015f4f7c35,30.08,31.29,LARGE_RES
